账号,备注,平台,标题,类型,推荐,阅读（播放）,评论,分享,收藏,点赞,发布时间,链接
89093384878,	,抖音,"#跨年倒计时 #无美颜无滤镜 #狮子座",动态,--,1149,2,0,3,34,2025-12-15 17:20:35,https://www.iesdouyin.com/share/note/7584012086834400569/?region=&mid=7457365178285180991&u_code=e612ehff950&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=uEIe6uBsbpyzqXPpEzZjLGDkpQjzTtMKRrn0w7JEXNY-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
89093384878,	,抖音,"#跨年倒计时 #上热门??",动态,--,1111,1,2,2,40,2025-12-15 14:35:35,https://www.iesdouyin.com/share/note/7583969564049181990/?region=&mid=7583619151272626982&u_code=e612ehff950&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=y_alu96xq6xDIVf4wBCWNkQKgJOuamb.g0IRfPjCXlg-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小酥在呼市,	,小红书,"",视频,--,8,0,0,0,0,2025-12-15 10:42:00,https://www.xiaohongshu.com/explore/693f7588000000001e0124e6?xsec_token=YB9IE0XTViyeDhTpdLUa80QqJHJevW53kYKsHxYoz_eWI=&xsec_source=pc_creatormng
小酥在呼市,	,小红书,"",视频,--,9,0,0,0,1,2025-12-15 10:41:00,https://www.xiaohongshu.com/explore/693f755d000000001e0123e7?xsec_token=YB9IE0XTViyeDhTpdLUa80QrMYljpwrUk-yijQIV0xk7M=&xsec_source=pc_creatormng
酥酥在呼市,	,抖音,"",视频,--,50,0,1,0,2,2025-12-15 10:28:05,https://www.iesdouyin.com/share/video/7583905794396327217/?region=&mid=7583905763895102248&u_code=1f10636e6hhm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=.sRXDZLrXpwe8Ke6pfw769dPx1GUco_.NrlCA5jKnZk-&share_version=280000&ts=1766996246&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,抖音,"",视频,--,60,0,0,0,3,2025-12-15 10:27:51,https://www.iesdouyin.com/share/video/7583905682349886769/?region=&mid=7583905699978038058&u_code=1f10636e6hhm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=RjE8bILrRd5lIZ5kEwm.KVOVYOsxRFMXJ_fEosgLTcs-&share_version=280000&ts=1766996246&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,抖音,"",视频,--,15,0,0,0,1,2025-12-15 10:27:36,https://www.iesdouyin.com/share/video/7583905572451519801/?region=&mid=7583905713987013402&u_code=1f10636e6hhm&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=Ke7cjg5mqmB3WDjcrqxYzV.N3gBnrsjT5ky7dNE7AIA-&share_version=280000&ts=1766996246&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
89093384878,	,抖音,"",动态,--,5072,6,10,5,113,2025-12-15 10:08:56,https://www.iesdouyin.com/share/note/7583900799723441465/?region=&mid=7582572218246826771&u_code=e612ehff950&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&schema_type=37&share_sign=hgBMHbll5ysJmtMoS9t9a5kcFGzUuQ.5qpy8IR20yaI-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"无不良引导，科学燃放科普#跨年#正能量",视频,--,77,0,0,0,0,2025-12-15 08:00:00,https://www.iesdouyin.com/share/video/7583628052175293755/?region=&mid=7583628015969209088&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=lRrH.sz7dhCyCL5cB.XCoVf7o4u9j8iE32Dl0gkmGv8-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"烟花安全燃放科普，无不良引导#安全燃放烟花爆竹 #跨年#年货",视频,--,52,0,0,0,0,2025-12-15 07:28:00,https://www.iesdouyin.com/share/video/7583627681008012581/?region=&mid=7583627678843013928&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=dekqkLnZy6m2WnCY0bjnrDsb98DE3d6rLrEJPJsKJyM-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,40,0,0,0,0,2025-12-15 04:28:00,https://www.iesdouyin.com/share/video/7583627513013669157/?region=&mid=7583627440166095679&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=z7c_7LnRGIlzez.IYe3AEg9zvKVxnLop5xjV5Oy2GUk-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,33,0,0,0,0,2025-12-15 03:26:00,https://www.iesdouyin.com/share/video/7583627236684565819/?region=&mid=7583627291545193259&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=IBownosuqrn9fxBnOiq3G9AbVwWQVW5XsH3BHl5C4zg-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,23,0,0,0,0,2025-12-15 02:23:00,https://www.iesdouyin.com/share/video/7583626307780250939/?region=&mid=7583626306085014306&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=8xX0S6CQ0hNcLRLyqImZI5CObGi60NNRKnOucbLqmkU-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"奇葩#跨年#跨年倒计时",视频,--,21,0,2,0,0,2025-12-15 00:21:00,https://www.iesdouyin.com/share/video/7583626043035471141/?region=&mid=7583626058759555850&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Xr_h.wxhZIZ.VSCOe3CU_Emon72K7fbkEJLBtjYGxZU-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,6536,7,27,2,32,2025-12-14 23:20:00,https://www.iesdouyin.com/share/video/7583625726646160677/?region=&mid=7583625740466326299&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=w9r7aX6uJ_M6q70w6Eg5zyxq2X1fI0T4PMvWoWbsi4Y-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,56,0,0,0,0,2025-12-14 22:19:00,https://www.iesdouyin.com/share/video/7583625379467922725/?region=&mid=7583625422676544296&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=MdnvwIbWadS5BqC3UpKEMEuOsmknj6qHmSeVSM6MzvY-&share_version=280000&ts=1766996248&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,349,1,10,0,3,2025-12-14 21:30:00,https://www.iesdouyin.com/share/video/7583624942169918757/?region=&mid=7583624848686205750&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=ectXsbqOtcmZ.wQQTN0aLBLxdJ7uw3Ezhc599JFt6Zk-&share_version=280000&ts=1766996248&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,14,0,0,0,0,2025-12-14 21:16:00,https://www.iesdouyin.com/share/video/7583624649180613928/?region=&mid=7583624669765487387&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=691EID_yONOZ4t9xoGdm0Yra7rk4Rie.e2COnVnSdug-&share_version=280000&ts=1766996248&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
小王花炮仓储中心,	,抖音,"",视频,--,13,0,0,0,0,2025-12-14 20:16:00,https://www.iesdouyin.com/share/video/7583624418662042914/?region=&mid=7583624402178804480&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=1yHkJQ5I7yhttBPHV21LvlMYhhW1Fz8nBHTWD.oG4Cs-&share_version=280000&ts=1766996248&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,小红书,"",视频,--,74,0,0,1,0,2025-12-14 19:38:00,https://www.xiaohongshu.com/explore/693e93a3000000001e02146d?xsec_token=YBkUmCV5yZgJ7V1LNc0TeHiYl5p3dS-EkxNKZGhydfpCo=&xsec_source=pc_creatormng
小王花炮仓储中心,	,抖音,"",视频,--,12,0,0,0,0,2025-12-14 19:15:00,https://www.iesdouyin.com/share/video/7583624221839150371/?region=&mid=7583624204982356771&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=tr4MUYhfVekvJm0bccD0SGZMALRJyhEu0TqMYpJI_Lo-&share_version=280000&ts=1766996248&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
婉婉在这,	,快手,"",动态,--,2768,2,0,--,6,2025-12-14 18:55:06,https://video.kuaishou.com/short-video/3xxbks7py7gt5zw
婉婉在这,	,快手,"",动态,--,472,0,0,--,3,2025-12-14 18:54:40,https://video.kuaishou.com/short-video/3xgdd92wks4xpcu
婉婉在这,	,快手,"",动态,--,2004,0,0,--,9,2025-12-14 18:53:18,https://video.kuaishou.com/short-video/3xw9kzwgpsbxu82
小酥在呼市,	,小红书,"",视频,--,144,0,0,0,2,2025-12-14 18:40:00,https://www.xiaohongshu.com/explore/693e85c0000000001e01588a?xsec_token=YBX4AGDj5ZXHEvNVtvRp1FjTirdFgNIpsA6UHsJ4DlcUM=&xsec_source=pc_creatormng
酥酥在呼市,	,小红书,"",视频,--,63,0,0,0,1,2025-12-14 18:38:00,https://www.xiaohongshu.com/explore/693e938d000000001f009f1f?xsec_token=YBkUmCV5yZgJ7V1LNc0TeHidB5FXRESro86QFDzChDgy4=&xsec_source=pc_creatormng
酥酥在呼市,	,小红书,"",视频,--,62,0,0,0,0,2025-12-14 18:36:00,https://www.xiaohongshu.com/explore/693e934a000000001e03891f?xsec_token=YBkUmCV5yZgJ7V1LNc0TeHiQSnpny0EVr17cwLPIf5o-M=&xsec_source=pc_creatormng
小王花炮仓储中心,	,抖音,"",视频,--,15,0,0,0,0,2025-12-14 18:14:00,https://www.iesdouyin.com/share/video/7583624029560081679/?region=&mid=7583624017129081619&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=k6J6HZJ1ulz7o8zDlewm5kS3TDKU_6DP9XkD9NhAEN4-&share_version=280000&ts=1766996248&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
酥酥在呼市,	,快手,"",视频,--,3882,0,0,--,17,2025-12-14 18:01:13,https://video.kuaishou.com/short-video/3xkpyq9mcqbcc4e
酥酥在呼市,	,快手,"",视频,--,4409,0,0,--,22,2025-12-14 18:01:01,https://video.kuaishou.com/short-video/3xi7ry7u4upwzmi
酥酥在呼市,	,快手,"",视频,--,6317,2,0,--,19,2025-12-14 18:00:49,https://video.kuaishou.com/short-video/3xvxpr783upme9u
小酥在呼市,	,小红书,"遇见了一大片郁金香",视频,--,207,0,0,1,5,2025-12-14 17:38:00,https://www.xiaohongshu.com/explore/693e858f000000001d0388fc?xsec_token=YBX4AGDj5ZXHEvNVtvRp1FjT4MkerzoDyHRwnPGmf1DXo=&xsec_source=pc_creatormng
小酥在呼市,	,小红书,"",视频,--,240,0,0,2,6,2025-12-14 17:38:00,https://www.xiaohongshu.com/explore/693e85a9000000001d03d5ae?xsec_token=YBX4AGDj5ZXHEvNVtvRp1FjVcSPvEpWWc-k6SXz6EEi7k=&xsec_source=pc_creatormng
酥酥在呼市,	,快手,"",视频,--,1991,0,0,--,11,2025-12-14 17:13:44,https://video.kuaishou.com/short-video/3x5ez8evkshgj8a
酥酥在呼市,	,快手,"",视频,--,2873,0,0,--,13,2025-12-14 17:13:19,https://video.kuaishou.com/short-video/3xmidifrr7uje5y
酥酥在呼市,	,快手,"",视频,--,3367,0,0,--,26,2025-12-14 17:12:35,https://video.kuaishou.com/short-video/3xg8xfc4em5jvnu
呼市王哈哈??,	,快手,"#呼市好物 #到货啦 ",动态,--,119,0,0,--,0,2025-12-14 16:57:42,https://video.kuaishou.com/short-video/3xd5qqj3tyjw696
呼市王哈哈??,	,快手,"#呼市好物 #好东西",视频,--,3189,2,0,--,9,2025-12-14 16:56:31,https://video.kuaishou.com/short-video/3x4f4qnqvtpeyx2
呼市王哈哈??,	,快手,"#好东西 #呼市好物",视频,--,4876,0,0,--,3,2025-12-14 16:53:35,https://video.kuaishou.com/short-video/3xqwhpbkq6dnix9
小王花炮仓储中心,	,抖音,"",视频,--,7,0,0,0,0,2025-12-14 16:13:39,https://www.iesdouyin.com/share/video/7583623743084973312/?region=&mid=7583623736222370603&u_code=3b8fh14b529h&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=zDFYQMZ4gdBu27nDqrM4FtLStODtXmg6_aYwQp52Eew-&share_version=280000&ts=1766996248&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
用户9913044883337,	,抖音,"",视频,--,1377,2,5,11,52,2025-12-14 16:01:26,https://www.iesdouyin.com/share/video/7583620639174905137/?region=&mid=7583620654937295642&u_code=4ba3dkj2blm5&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&share_sign=brUSOIbIqHhqRA0Md16NvENmwxHZpq2s5bIw8eI3ehU-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
89093384878,	,抖音,"",动态,--,564,1,0,1,22,2025-12-14 15:28:30,https://www.iesdouyin.com/share/note/7583612110463749434/?region=&mid=7582964165225024310&u_code=e612ehff950&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&schema_type=37&share_sign=x.1sXokqSflv0bSvHHh7ojYR2kHDRyttXXzvNdsDqwA-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
89093384878,	,抖音,"",动态,--,567,0,0,2,22,2025-12-14 15:27:45,https://www.iesdouyin.com/share/note/7583611923863375141/?region=&mid=7583208319922244393&u_code=e612ehff950&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&schema_type=37&share_sign=hNeeKZ0.Ps8B9QpcPW9CrDQWoJGSH7JKZ8wX_lERfbI-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
89093384878,	,抖音,"",动态,--,539,1,0,0,29,2025-12-14 15:26:49,https://www.iesdouyin.com/share/note/7583611650189233445/?region=&mid=7582808292083943425&u_code=e612ehff950&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=&schema_type=37&share_sign=BJYgtHvMRvuTCvX7vvP1Zgq8dIawg0HyiO4JqFKezIY-&share_version=280000&ts=1766996245&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
呼市王哈哈??,	,快手,"#加特林 #最美的烟火 ",视频,--,252,2,0,--,4,2025-12-11 16:25:53,https://video.kuaishou.com/short-video/3xr755rkwg2gf89
呼市王哈哈??,	,快手,"#中国年 ",视频,--,3497,0,0,--,5,2025-12-11 16:25:07,https://video.kuaishou.com/short-video/3xshiu54zetj5as
呼市王哈哈??,	,快手,"#烟花宝贝 ",动态,--,3383,0,0,--,3,2025-12-11 16:23:31,https://video.kuaishou.com/short-video/3xk7k334p5z4rcq
呼市王哈哈??,	,快手,"#嘎嘎好 ",动态,--,2749,0,0,--,3,2025-12-11 16:22:15,https://video.kuaishou.com/short-video/3x7wvkgzdxytnf9
呼市王哈哈??,	,快手,"#奥特曼烟花 ",动态,--,214,0,0,--,1,2025-12-11 16:19:17,https://video.kuaishou.com/short-video/3xi24geag8qi49c
呼市王哈哈??,	,快手,"#烟花 ",动态,--,4,0,0,--,0,2025-12-11 16:17:25,https://video.kuaishou.com/short-video/3xtxe5cmazxdzdq
呼市王哈哈??,	,快手,"",动态,--,3,0,0,--,0,2025-12-11 16:15:36,https://video.kuaishou.com/short-video/3xy2u3gk4mkr2yk
呼市王哈哈??,	,快手,"#好东西 ",动态,--,106,0,0,--,0,2025-12-11 16:13:45,https://video.kuaishou.com/short-video/3xvremjkcqsdpri
呼市王哈哈??,	,快手,"#到货啦 ",动态,--,7,0,0,--,0,2025-12-11 16:12:25,https://video.kuaishou.com/short-video/3x3k42abetfq84a
呼市王哈哈??,	,快手,"#进货 ",动态,--,6418,0,0,--,0,2025-12-11 16:10:57,https://video.kuaishou.com/short-video/3xj7h6xr2xiyids
呼市小王在搬砖,	,快手,"看看里面都有什么 #烟花 #跨年烟花",视频,--,2106,0,0,--,8,2025-12-11 11:34:46,https://video.kuaishou.com/short-video/3xgn3kvzwrpxwde
呼市小王在搬砖,	,快手,"欢乐宝盒来啦 #烟花 #跨年烟花",视频,--,1744,0,0,--,3,2025-12-10 17:04:51,https://video.kuaishou.com/short-video/3xd3khfrxiqh2qy
呼市小王在搬砖,	,快手,"看看里面有什么 #烟花 #跨年烟花",视频,--,1607,0,0,--,5,2025-12-10 17:03:58,https://video.kuaishou.com/short-video/3xpnzhm6r8and29
呼市小王在搬砖,	,快手,"欢乐宝盒来啦 #烟花 #跨年烟花",视频,--,3018,0,0,--,3,2025-12-10 17:03:35,https://video.kuaishou.com/short-video/3x65xuzhaby5t9u
33848955956,	,抖音,"欢乐宝盒来啦#烟花#跨年烟花",视频,--,109,0,0,1,1,2025-12-10 17:00:30,https://www.iesdouyin.com/share/video/7582151494205885753/?region=&mid=7582151534848985910&u_code=7ahhdk2b3ak&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=qGNQmgd2mRDL6qLyp_z_kODJ8f6hyqJyFRwqyB7.bZg-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
33848955956,	,抖音,"开箱视频来啦#烟花#跨年烟花",视频,--,49,0,0,0,0,2025-12-10 17:00:05,https://www.iesdouyin.com/share/video/7582151426118438201/?region=&mid=7582151397656103689&u_code=7ahhdk2b3ak&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=iYHMHtgmm6pH0mmDFa_QoFqf..y.ZhIZB.3efD7DrvI-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
33848955956,	,抖音,"看看里面都有什么#烟花#跨年烟花",视频,--,295,1,0,2,3,2025-12-10 16:59:23,https://www.iesdouyin.com/share/video/7582151202667892017/?region=&mid=7582151251014470442&u_code=7ahhdk2b3ak&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=O2YsCwnlN1YiR2huFYn5HxtE_ktZYY_Edk.YdJNDgBM-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
33848955956,	,抖音,"欢乐宝盒来啦#烟花#跨年烟花",视频,--,474,0,0,1,1,2025-12-10 16:58:47,https://www.iesdouyin.com/share/video/7582151029258816817/?region=&mid=7582151053560924971&u_code=7ahhdk2b3ak&did=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=RlM3OylBezf2WEwSPP5G_d8o2CQTbn.ByESH5OI4azk-&share_version=280000&ts=1766996247&from_aid=1128&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D
呼市小王在搬砖,	,快手,"欢乐宝盒来啦 #烟花 #跨年烟花",视频,--,3076,1,0,--,6,2025-12-09 16:59:46,https://video.kuaishou.com/short-video/3xght4pesbkbtu9
呼市小王在搬砖,	,快手,"送给孩子的礼物 #烟花 #跨年烟花",视频,--,3096,0,0,--,3,2025-12-09 16:38:40,https://video.kuaishou.com/short-video/3xa2nwfpmdcm7re
呼市小王在搬砖,	,快手,"开箱视频来啦 #烟花 #跨年烟花",视频,--,3098,0,0,--,3,2025-12-09 16:38:19,https://video.kuaishou.com/short-video/3xdfcg6s7h4nat4
呼市小王在搬砖,	,快手,"你喜欢的绝对有 #烟花 #跨年烟花",视频,--,3042,0,0,--,4,2025-12-09 16:35:12,https://video.kuaishou.com/short-video/3xiyjmxiwecsjn6
呼市小王在搬砖,	,快手,"看看里面都有啥 #烟花 #跨年烟花",视频,--,3020,0,0,--,5,2025-12-09 16:33:47,https://video.kuaishou.com/short-video/3x8u9iuxsfnmb32
呼市小王在搬砖,	,快手,"开箱视频来啦 #烟花 #跨年烟花",视频,--,2961,0,0,--,0,2025-12-09 16:32:57,https://video.kuaishou.com/short-video/3xwax66dw9j9i8m
呼市小王在搬砖,	,快手,"里面绝对都是你喜欢的 #烟花 #跨年烟花",视频,--,3014,0,0,--,1,2025-12-09 16:32:35,https://video.kuaishou.com/short-video/3xcw9gf72gp7vwm
